transactionType,transactionId,cardNumber,amount,Stan,currencyCode,transactionDate,transactionTime,responseCode,accountType,authorizationCode,merchantId,merchantCategoryCode,terminalId,cardExpiryDate,cardholderName,accountHolderName,transactionFee,authorizationIndicator,acquirerBin,issuerBin,merchantName,transactionCode,reasonCode,rrn,originalTransactionId,acquirerReferenceNumber,batchNumber,dateOfSettlement,settlementAmount,issuerResponseCode,transactionOrigin,transactionReference,originalTransactionAmount,refundAmount,adjustmentAmount,loyaltyPointsEarned,loyaltyPointsRedeemed,reversalIndicator,authorizationDateTime,originalAuthorizationCode,narrative
CHARGEBACK,TXN1743325867433039296,4532756278912347,-0.52,567357,356,3/23/2025,10:00:00,0,Savings,AUTH497X,MERCHANT66,5411,TERM5,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250898877,nan,123ABC,BATCH001,3/24/2025,6870.86,0,Online,REF6356,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325820760014641,4234567812345672,1.13,20642,356,3/23/2025,10:00:00,0,Savings,AUTH057X,MERCHANT7,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250894221,nan,123ABC,BATCH001,3/24/2025,4808.95,0,Online,REF3321,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325798257001356,4532756278912347,-1.73,988374,356,3/23/2025,10:00:00,0,Savings,AUTH050X,MERCHANT62,5411,TERM9,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250891354,nan,123ABC,BATCH001,3/24/2025,7017.32,0,Online,REF7834,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325838673019817,4234567812345670,-1.05,248379,356,3/23/2025,10:00:00,0,Savings,AUTH258X,MERCHANT28,5411,TERM6,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250899397,nan,123ABC,BATCH001,3/24/2025,1615.49,0,Online,REF1979,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325867433038504,4234567812345672,0.57,968491,356,3/23/2025,10:00:00,0,Savings,AUTH242X,MERCHANT61,5411,TERM1,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898085,nan,123ABC,BATCH001,3/24/2025,2481.79,0,Online,REF8714,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325856971031665,4024007198765436,-1.06,132866,356,3/23/2025,10:00:00,0,Savings,AUTH337X,MERCHANT25,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250891244,nan,123ABC,BATCH001,3/24/2025,9566.76,0,Online,REF9169,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325869034039669,4532756278912349,-0.47,467880,356,3/23/2025,10:00:00,0,Savings,AUTH984X,MERCHANT11,5411,TERM5,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899250,nan,123ABC,BATCH001,3/24/2025,4000.42,0,Online,REF5607,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325855587031451,4532756278912346,1,711025,356,3/23/2025,10:00:00,0,Savings,AUTH995X,MERCHANT54,5411,TERM5,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250891032,nan,123ABC,BATCH001,3/24/2025,1805.62,0,Online,REF3779,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325827419016688,4024007198765436,-1.52,768869,356,3/23/2025,10:00:00,0,Savings,AUTH782X,MERCHANT63,5411,TERM2,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250896267,nan,123ABC,BATCH001,3/24/2025,8979.2,0,Online,REF7780,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325848081025297,4024007198765433,1.1,934458,356,3/23/2025,10:00:00,0,Savings,AUTH436X,MERCHANT12,5411,TERM4,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250894875,nan,123ABC,BATCH001,3/24/2025,3565.69,0,Online,REF3415,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325830246017720,4532756278912348,0.98,413571,356,3/23/2025,10:00:00,0,Savings,AUTH003X,MERCHANT48,5411,TERM2,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,SuperMart,SALE,0,20250897299,nan,123ABC,BATCH001,3/24/2025,6404.4,0,Online,REF7281,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325798256001237,4532756278912346,-0.23,375080,356,3/23/2025,10:00:00,0,Savings,AUTH380X,MERCHANT84,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250891235,nan,123ABC,BATCH001,3/24/2025,8881.34,0,Online,REF623,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325806742006162,4024007198765432,-1.89,602094,356,3/23/2025,10:00:00,0,Savings,AUTH066X,MERCHANT74,5411,TERM9,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250896163,nan,123ABC,BATCH001,3/24/2025,1925.34,0,Online,REF6166,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325862074035658,4024007198765432,-1.53,817469,356,3/23/2025,10:00:00,0,Savings,AUTH971X,MERCHANT11,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,LocalMarket,SALE,0,20250895240,nan,123ABC,BATCH001,3/24/2025,3718.77,0,Online,REF2459,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325805115005211,4234567812345671,0.39,581130,356,3/23/2025,10:00:00,0,Savings,AUTH863X,MERCHANT23,5411,TERM2,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250895212,nan,123ABC,BATCH001,3/24/2025,4338.17,0,Online,REF4618,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325858310032863,4024007198765432,-1.96,656326,356,3/23/2025,10:00:00,0,Savings,AUTH218X,MERCHANT4,5411,TERM6,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250892443,nan,123ABC,BATCH001,3/24/2025,5559.99,0,Online,REF3179,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325846681024288,4024007198765435,0.13,487429,356,3/23/2025,10:00:00,0,Savings,AUTH779X,MERCHANT63,5411,TERM5,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,LocalMarket,SALE,0,20250893869,nan,123ABC,BATCH001,3/24/2025,8275.91,0,Online,REF135,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325812573009928,4024007198765435,0.78,716203,356,3/23/2025,10:00:00,0,Savings,AUTH325X,MERCHANT11,5411,TERM9,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899927,nan,123ABC,BATCH001,3/24/2025,6294.52,0,Online,REF4110,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325835951018664,4234567812345673,0.25,399813,356,3/23/2025,10:00:00,0,Savings,AUTH136X,MERCHANT37,5411,TERM4,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898244,nan,123ABC,BATCH001,3/24/2025,2822.22,0,Online,REF6264,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325881245046113,4532756278912345,1.74,188293,356,3/23/2025,10:00:00,0,Savings,AUTH489X,MERCHANT82,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250895698,nan,123ABC,BATCH001,3/24/2025,1754.22,0,Online,REF7290,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325862074036276,4234567812345671,0.99,434136,356,3/23/2025,10:00:00,0,Savings,AUTH223X,MERCHANT32,5411,TERM4,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250895856,nan,123ABC,BATCH001,3/24/2025,9568.25,0,Online,REF1832,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325809732007732,4024007198765436,-1.88,730204,356,3/23/2025,10:00:00,0,Savings,AUTH860X,MERCHANT61,5411,TERM6,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250897732,nan,123ABC,BATCH001,3/24/2025,4957.74,0,Online,REF4873,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325800179002384,4234567812345673,-0.23,446552,356,3/23/2025,10:00:00,0,Savings,AUTH081X,MERCHANT2,5411,TERM8,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250892381,nan,123ABC,BATCH001,3/24/2025,1301.67,0,Online,REF440,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325867433039396,4024007198765432,-0.49,141669,356,3/23/2025,10:00:00,0,Savings,AUTH385X,MERCHANT20,5411,TERM8,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250898976,nan,123ABC,BATCH001,3/24/2025,9806.45,0,Online,REF2567,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325885428049219,4024007198765436,1.17,301569,356,3/23/2025,10:00:00,0,Savings,AUTH213X,MERCHANT57,5411,TERM3,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250898801,nan,123ABC,BATCH001,3/24/2025,5359.87,0,Online,REF1912,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325867433038764,4234567812345672,-1.23,74977,356,3/23/2025,10:00:00,0,Savings,AUTH360X,MERCHANT36,5411,TERM7,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,QuickStore,SALE,0,20250898345,nan,123ABC,BATCH001,3/24/2025,1852.17,0,Online,REF9974,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325800179002356,4532756278912348,0.88,209014,356,3/23/2025,10:00:00,0,Savings,AUTH004X,MERCHANT40,5411,TERM9,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250892354,nan,123ABC,BATCH001,3/24/2025,6251.64,0,Online,REF9429,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325856971032423,4234567812345675,-0.95,857492,356,3/23/2025,10:00:00,0,Savings,AUTH109X,MERCHANT26,5411,TERM0,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250892005,nan,123ABC,BATCH001,3/24/2025,5611.62,0,Online,REF5796,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325853188029170,4024007198765434,2,348377,356,3/23/2025,10:00:00,0,Savings,AUTH207X,MERCHANT3,5411,TERM5,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250898751,nan,123ABC,BATCH001,3/24/2025,8810.66,0,Online,REF8455,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325851843028498,4024007198765435,1.78,42507,356,3/23/2025,10:00:00,0,Savings,AUTH261X,MERCHANT26,5411,TERM2,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250898079,nan,123ABC,BATCH001,3/24/2025,5579.05,0,Online,REF3138,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325809732007502,4532756278912349,-1.9,496245,356,3/23/2025,10:00:00,0,Savings,AUTH559X,MERCHANT50,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250897502,nan,123ABC,BATCH001,3/24/2025,2417.41,0,Online,REF2778,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325863483037405,4024007198765432,-1.64,397737,356,3/23/2025,10:00:00,0,Savings,AUTH554X,MERCHANT74,5411,TERM4,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250896987,nan,123ABC,BATCH001,3/24/2025,1319.75,0,Online,REF2675,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325869034039627,4532756278912345,0.94,209661,356,3/23/2025,10:00:00,0,Savings,AUTH051X,MERCHANT89,5411,TERM0,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250899209,nan,123ABC,BATCH001,3/24/2025,4788.8,0,Online,REF3537,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325863483037252,4024007198765436,0.33,990784,356,3/23/2025,10:00:00,0,Savings,AUTH671X,MERCHANT33,5411,TERM8,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,LocalMarket,SALE,0,20250896835,nan,123ABC,BATCH001,3/24/2025,561.3,0,Online,REF9284,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325846681023585,4532756278912346,0.5,821545,356,3/23/2025,10:00:00,0,Savings,AUTH433X,MERCHANT44,5411,TERM1,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250893164,nan,123ABC,BATCH001,3/24/2025,1278.42,0,Online,REF2660,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325849364025549,4532756278912349,0.35,968261,356,3/23/2025,10:00:00,0,Savings,AUTH803X,MERCHANT9,5411,TERM2,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250895128,nan,123ABC,BATCH001,3/24/2025,4268.07,0,Online,REF1083,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325858310032689,4024007198765434,1.6,858422,356,3/23/2025,10:00:00,0,Savings,AUTH257X,MERCHANT43,5411,TERM1,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,GlobalRetail,SALE,0,20250892268,nan,123ABC,BATCH001,3/24/2025,3341.06,0,Online,REF7595,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325865718037611,4532756278912347,-1.92,735008,356,3/23/2025,10:00:00,0,Savings,AUTH148X,MERCHANT43,5411,TERM1,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250897192,nan,123ABC,BATCH001,3/24/2025,2406.5,0,Online,REF1439,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325845465022801,4532756278912346,-0.89,528322,356,3/23/2025,10:00:00,0,Savings,AUTH910X,MERCHANT0,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250892381,nan,123ABC,BATCH001,3/24/2025,9808.66,0,Online,REF4067,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325865718037656,4532756278912349,1.3,112540,356,3/23/2025,10:00:00,0,Savings,AUTH888X,MERCHANT37,5411,TERM9,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250897239,nan,123ABC,BATCH001,3/24/2025,3168.67,0,Online,REF117,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325850598026863,4024007198765435,-1.05,610087,356,3/23/2025,10:00:00,0,Savings,AUTH357X,MERCHANT24,5411,TERM9,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250896443,nan,123ABC,BATCH001,3/24/2025,2723.23,0,Online,REF8308,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325883967047613,4024007198765435,-0.05,116899,356,3/23/2025,10:00:00,0,Savings,AUTH978X,MERCHANT42,5411,TERM0,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250897195,nan,123ABC,BATCH001,3/24/2025,1870.99,0,Online,REF7302,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325879959044822,4024007198765434,1.93,725256,356,3/23/2025,10:00:00,0,Savings,AUTH073X,MERCHANT8,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250894405,nan,123ABC,BATCH001,3/24/2025,1473.59,0,Online,REF2115,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CHARGEBACK,TXN1743325798255000939,4024007198765436,0.85,459963,356,3/23/2025,10:00:00,0,Savings,AUTH051X,MERCHANT28,5411,TERM7,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890938,nan,123ABC,BATCH001,3/24/2025,6964.79,0,Online,REF4947,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325800178002020,4532756278912345,0.82,312079,356,3/23/2025,10:00:00,0,Savings,AUTH360X,MERCHANT17,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,QuickStore,SALE,0,20250892018,nan,123ABC,BATCH001,3/24/2025,2569.42,0,Online,REF1308,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325846681023660,4532756278912347,-0.86,639746,356,3/23/2025,10:00:00,0,Savings,AUTH566X,MERCHANT85,5411,TERM4,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250893241,nan,123ABC,BATCH001,3/24/2025,559.16,0,Online,REF9746,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325816548012937,4024007198765432,-1.21,417260,356,3/23/2025,10:00:00,0,Savings,AUTH434X,MERCHANT87,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250892517,nan,123ABC,BATCH001,3/24/2025,9210.87,0,Online,REF727,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325862074036312,4532756278912349,0.37,318046,356,3/23/2025,10:00:00,0,Savings,AUTH599X,MERCHANT0,5411,TERM4,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250895893,nan,123ABC,BATCH001,3/24/2025,4104.78,0,Online,REF2876,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325875538041860,4024007198765434,-1.78,777834,356,3/23/2025,10:00:00,0,Savings,AUTH375X,MERCHANT77,5411,TERM3,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,MegaShop,SALE,0,20250891441,nan,123ABC,BATCH001,3/24/2025,171.08,0,Online,REF2419,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325853188029453,4024007198765435,0.06,255427,356,3/23/2025,10:00:00,0,Savings,AUTH120X,MERCHANT90,5411,TERM5,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899034,nan,123ABC,BATCH001,3/24/2025,5860.38,0,Online,REF7459,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325855587031194,4234567812345671,-1.19,693091,356,3/23/2025,10:00:00,0,Savings,AUTH884X,MERCHANT86,5411,TERM2,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250890775,nan,123ABC,BATCH001,3/24/2025,2170.95,0,Online,REF9820,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325835951018871,4532756278912345,-1.72,953986,356,3/23/2025,10:00:00,0,Savings,AUTH263X,MERCHANT69,5411,TERM8,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898450,nan,123ABC,BATCH001,3/24/2025,614,0,Online,REF7182,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325815084011690,4532756278912349,-1.74,9538,356,3/23/2025,10:00:00,0,Savings,AUTH818X,MERCHANT30,5411,TERM6,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250891270,nan,123ABC,BATCH001,3/24/2025,2623.1,0,Online,REF503,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325872326040984,4234567812345674,-1.35,876378,356,3/23/2025,10:00:00,0,Savings,AUTH022X,MERCHANT41,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,QuickStore,SALE,0,20250890566,nan,123ABC,BATCH001,3/24/2025,2706.4,0,Online,REF9301,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325867433039186,4024007198765434,-1.94,812066,356,3/23/2025,10:00:00,0,Savings,AUTH184X,MERCHANT47,5411,TERM1,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,GlobalRetail,SALE,0,20250898767,nan,123ABC,BATCH001,3/24/2025,7998.44,0,Online,REF2582,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
BALANCE_TRANSFER,TXN1743325883967048063,4532756278912349,-1.57,724342,356,3/23/2025,10:00:00,0,Savings,AUTH038X,MERCHANT43,5411,TERM7,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,SuperMart,SALE,0,20250897644,nan,123ABC,BATCH001,3/24/2025,9878.59,0,Online,REF7140,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325854387030362,4532756278912346,-1.63,299800,356,3/23/2025,10:00:00,0,Savings,AUTH683X,MERCHANT8,5411,TERM3,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250899946,nan,123ABC,BATCH001,3/24/2025,6828.98,0,Online,REF5511,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325875538041532,4532756278912349,-1.7,522688,356,3/23/2025,10:00:00,0,Savings,AUTH881X,MERCHANT13,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,MegaShop,SALE,0,20250891115,nan,123ABC,BATCH001,3/24/2025,1950.6,0,Online,REF7591,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325805115005388,4532756278912347,1.45,131377,356,3/23/2025,10:00:00,0,Savings,AUTH315X,MERCHANT89,5411,TERM5,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,SuperMart,SALE,0,20250895387,nan,123ABC,BATCH001,3/24/2025,4693.27,0,Online,REF1184,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CAPTURE,TXN1743325863483037323,4532756278912348,-0.52,812661,356,3/23/2025,10:00:00,0,Savings,AUTH111X,MERCHANT84,5411,TERM4,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,MegaShop,SALE,0,20250896904,nan,123ABC,BATCH001,3/24/2025,1839.48,0,Online,REF1740,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325865718038431,4024007198765433,1.96,56264,356,3/23/2025,10:00:00,0,Savings,AUTH605X,MERCHANT45,5411,TERM7,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,LocalMarket,SALE,0,20250898012,nan,123ABC,BATCH001,3/24/2025,1004.89,0,Online,REF136,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REVERSAL,TXN1743325854387030180,4532756278912348,0.77,533684,356,3/23/2025,10:00:00,0,Savings,AUTH957X,MERCHANT38,5411,TERM4,25-Dec,Neha Singh,Neha Singh,2.5,A,123456,654321,SuperMart,SALE,0,20250899763,nan,123ABC,BATCH001,3/24/2025,5950.25,0,Online,REF5060,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
REFUND,TXN1743325815085011852,4234567812345674,-1.87,526939,356,3/23/2025,10:00:00,0,Savings,AUTH003X,MERCHANT58,5411,TERM5,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,QuickStore,SALE,0,20250891430,nan,123ABC,BATCH001,3/24/2025,7297.59,0,Online,REF6685,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325661509000298,4234567812345674,0.22,187886,356,3/23/2025,10:00:00,0,Savings,AUTH986X,MERCHANT22,5411,TERM6,25-Dec,Priya Sharma,Priya Sharma,2.5,A,123456,654321,MegaShop,SALE,0,20250890296,nan,123ABC,BATCH001,3/24/2025,2575.75,0,Online,REF5675,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
AUTHORIZATION,TXN1743325869048040080,4532756278912345,-0.81,53700,356,3/23/2025,10:00:00,0,Savings,AUTH108X,MERCHANT58,5411,TERM0,25-Dec,Ravi Kumar,Ravi Kumar,2.5,A,123456,654321,GlobalRetail,SALE,0,20250899658,nan,123ABC,BATCH001,3/24/2025,588.6,0,Online,REF4986,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325830246017938,4234567812345675,1.48,277714,356,3/23/2025,10:00:00,0,Savings,AUTH236X,MERCHANT59,5411,TERM8,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,MegaShop,SALE,0,20250897518,nan,123ABC,BATCH001,3/24/2025,6392.23,0,Online,REF7106,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
PURCHASE,TXN1743325845465022900,4024007198765435,0.36,143358,356,3/23/2025,10:00:00,0,Savings,AUTH246X,MERCHANT23,5411,TERM6,25-Dec,Amit Patel,Amit Patel,2.5,A,123456,654321,QuickStore,SALE,0,20250892481,nan,123ABC,BATCH001,3/24/2025,7378.77,0,Online,REF2682,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
CASH_ADVANCE,TXN1743325858311033028,4532756278912345,1.05,987094,356,3/23/2025,10:00:00,0,Savings,AUTH110X,MERCHANT41,5411,TERM6,25-Dec,Rajesh Verma,Rajesh Verma,2.5,A,123456,654321,LocalMarket,SALE,0,20250892609,nan,123ABC,BATCH001,3/24/2025,2876.37,0,Online,REF2811,0,0,0,10,5,N,2025-03-23T10:00:00,nan,Transaction successful
